unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,temperature,pressure,rpm,vibration,voltage,current,humidity,torque,tool_wear,oil_quality,coolant_flow,fan_speed,bearing_temp,exhaust_temp,RUL,failure_within_30_cycles
1.0,1.0,-1.0399841062404955,-0.1566378976580904,2.0,80.59390796692256,80.11083320015585,88.30995388277363,21.14592357808512,35.75124747998062,30.80045000542752,60.15608702491928,79.98167934342194,71.02892565491722,101.65594705886951,31.71753690422172,76.64634209784325,35.371572711738565,40.24288987756748,166.0,0.0
1.0,2.0,0.7504511958064572,-0.040762526135434,2.0,79.52126334155473,75.85199918731458,87.09297989015556,22.45693959608453,36.69784707372624,31.29859478518515,60.87193726455531,80.25341129712785,69.30739131400614,88.66827143378772,31.790986695324047,77.20665629066772,37.47872523898149,41.47642447063828,165.0,0.0
1.0,3.0,0.940564716391214,-0.6547876954293904,1.0,78.82667990056564,76.63644622933823,88.03337944303178,23.475070216558105,35.36821402893095,28.72281578134468,60.12685537613281,79.5589492549918,69.63023859217222,87.3213316239761,32.29767875614812,77.2515159949283,36.74629585314239,42.73839580533252,164.0,0.0
1.0,4.0,-1.9510351886538364,0.4460722014820805,0.0,80.14776984785941,78.9395606912468,87.25021065865097,22.039424319521167,35.8064995334533,30.86583089457724,60.40051768932987,80.25764517799105,70.61437935706124,88.41135897027279,32.682125989096264,79.76525973301841,33.83576475715336,41.682343991311775,163.0,0.0
1.0,5.0,-1.302179506862318,-0.45498348034078,0.0,81.04820785341464,76.12688767157503,87.5913908167633,24.298608810818077,36.33191744453704,29.722135631344404,59.65092214931858,78.50491329575323,68.66891287606778,87.6896901310275,32.81613457277605,79.05821084606006,37.09126876856073,40.75697117025658,162.0,0.0
1.0,6.0,0.1278404031672853,-1.2256057637672482,1.0,81.25265548103258,73.98492439025605,86.66692841686447,21.851923586912594,37.26302690467351,27.2845772663912,60.83004908690489,79.4902754225393,70.28457723739368,87.90948640476105,32.27767306274966,79.53326613512418,34.99327986853442,40.415181768758906,161.0,0.0
1.0,7.0,-0.3162425923435822,-1.2779375743196193,1.0,84.35219427485312,75.69161406392874,86.60420653556615,22.930698734610203,35.724750270642325,27.735738022495266,61.48572196060619,79.46977304414204,69.49864454658412,87.51720327928007,30.87724292042413,76.23623528035634,34.0813872080315,41.56488368446427,160.0,0.0
1.0,7.0,-0.3162425923435822,-1.2779375743196193,1.0,84.35219427485312,75.69161406392874,86.60420653556615,22.930698734610203,35.724750270642325,27.735738022495266,61.48572196060619,79.46977304414204,69.49864454658412,87.51720327928007,30.87724292042413,76.23623528035634,34.0813872080315,41.56488368446427,160.0,0.0
1.0,8.0,-0.0168011575042887,0.1725879177221194,0.0,83.15079202370302,75.84518699208546,87.33921468878712,22.59505179235684,34.54880400401414,28.987960883955225,60.91026552036397,79.07548990762682,70.3362840119162,88.0161567881679,32.94718027560832,76.69489494549906,35.571032565118195,41.07201087829042,159.0,0.0
1.0,9.0,-0.85304392757358,1.579091256410435,0.0,80.21006334239459,73.33515272228611,87.6417141922921,23.483095252072065,34.52531415441101,30.728311405953505,61.32359634581024,80.6833754216534,69.39351455844516,89.7063093694738,32.09677392810127,79.54906705558678,34.987723053172694,42.07167882473357,158.0,0.0
1.0,10.0,0.8793979748628286,0.1599916135734382,0.0,82.00779936048242,75.45611682265331,87.12916043940459,22.56176637782153,35.2276393670738,30.295407711651272,60.20787703048784,79.35252241948365,70.51988492072739,89.30756907674767,33.29264429526742,74.92021472655522,37.35413428516511,40.50522584185028,157.0,0.0
1.0,11.0,0.7777919354289483,-0.1186383261098825,1.0,80.90451968960049,74.54874571355742,86.40844026388578,23.008816619483294,35.23227203205631,30.404355035844358,60.79959552702418,79.13217394875021,70.17024880290266,88.47934981143015,31.315946624011097,80.25652846498961,35.66543446963052,42.76317142588663,156.0,0.0
1.0,12.0,0.066030697561216,0.2858261396025429,0.0,81.03010533558502,77.73084053970707,86.38048359058538,23.067157142482603,36.4370780931994,32.3912680562767,60.25745133418689,79.31848451848165,71.19825774952174,88.1844625298752,30.33725588906736,76.15198849446537,35.4398723953173,42.11176190460437,155.0,0.0
