unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,temperature,pressure,rpm,vibration,voltage,current,humidity,torque,tool_wear,oil_quality,coolant_flow,fan_speed,bearing_temp,exhaust_temp,RUL,failure_within_30_cycles
1.0,1.0,-1.0399841062404955,-0.1566378976580904,2.0,80.59390796692256,80.11083320015585,88.30995388277363,21.145923578085117,35.75124747998062,30.800450005427518,60.15608702491928,79.98167934342194,71.02892565491722,101.65594705886951,31.717536904221717,76.64634209784325,35.371572711738565,40.24288987756748,166.0,0.0
1.0,2.0,0.7504511958064572,-0.040762526135434025,2.0,79.52126334155473,75.85199918731458,87.09297989015556,22.45693959608453,36.697847073726244,31.29859478518515,60.87193726455531,80.25341129712785,69.30739131400614,88.66827143378772,31.790986695324047,77.20665629066772,37.47872523898149,41.47642447063828,165.0,0.0
1.0,3.0,0.9405647163912139,-0.6547876954293904,1.0,78.82667990056564,76.63644622933823,88.03337944303178,23.475070216558102,35.36821402893095,28.722815781344682,60.12685537613281,79.5589492549918,69.63023859217222,87.3213316239761,32.29767875614812,77.2515159949283,36.74629585314239,42.738395805332516,164.0,0.0
1.0,4.0,-1.9510351886538364,0.44607220148208054,0.0,80.14776984785941,78.9395606912468,87.25021065865097,22.039424319521167,35.8064995334533,30.865830894577236,60.40051768932987,80.25764517799105,70.61437935706124,88.41135897027279,32.682125989096264,79.76525973301841,33.835764757153356,41.682343991311775,163.0,0.0
1.0,5.0,-1.302179506862318,-0.45498348034078,0.0,81.04820785341464,76.12688767157503,87.5913908167633,24.298608810818074,36.331917444537034,29.722135631344404,59.65092214931858,78.50491329575323,68.66891287606778,87.6896901310275,32.81613457277605,79.05821084606006,37.09126876856073,40.756971170256584,162.0,0.0
1.0,6.0,0.12784040316728537,-1.2256057637672482,1.0,81.25265548103258,73.98492439025605,86.66692841686447,21.851923586912594,37.26302690467351,27.284577266391196,60.83004908690489,79.4902754225393,70.28457723739368,87.90948640476105,32.27767306274966,79.53326613512418,34.99327986853442,40.415181768758906,161.0,0.0
1.0,7.0,-0.3162425923435822,-1.2779375743196193,1.0,84.35219427485312,75.69161406392874,86.60420653556615,22.930698734610203,35.724750270642325,27.735738022495262,61.48572196060619,79.46977304414204,69.49864454658412,87.51720327928007,30.87724292042413,76.23623528035634,34.0813872080315,41.56488368446427,160.0,0.0
1.0,8.0,-0.016801157504288795,0.17258791772211948,0.0,83.15079202370302,75.84518699208546,87.33921468878712,22.595051792356838,34.54880400401414,28.987960883955225,60.910265520363964,79.07548990762682,70.3362840119162,88.0161567881679,32.94718027560832,76.69489494549906,35.571032565118195,41.07201087829042,159.0,0.0
1.0,9.0,-0.85304392757358,1.579091256410435,0.0,80.21006334239459,73.33515272228611,87.6417141922921,23.483095252072065,34.52531415441101,30.728311405953505,61.32359634581024,80.6833754216534,69.39351455844516,89.7063093694738,32.09677392810127,79.54906705558678,34.987723053172694,42.07167882473357,158.0,0.0
1.0,10.0,0.8793979748628286,0.15999161357343825,0.0,82.00779936048242,75.45611682265331,87.12916043940459,22.56176637782153,35.2276393670738,30.295407711651272,60.207877030487836,79.35252241948365,70.51988492072739,89.30756907674767,33.29264429526742,74.92021472655522,37.35413428516511,40.50522584185028,157.0,0.0
1.0,11.0,0.7777919354289483,-0.11863832610988256,1.0,80.90451968960049,74.54874571355742,86.40844026388578,23.008816619483298,35.23227203205631,30.404355035844354,60.79959552702418,79.13217394875021,70.17024880290266,88.47934981143015,31.315946624011097,80.25652846498961,35.66543446963052,42.76317142588663,156.0,0.0
1.0,12.0,0.06603069756121605,0.2858261396025429,0.0,81.03010533558502,77.73084053970707,86.38048359058538,23.067157142482603,36.437078093199396,32.3912680562767,60.25745133418689,79.31848451848165,71.19825774952174,88.1844625298752,30.337255889067357,76.15198849446537,35.4398723953173,42.111761904604364,155.0,0.0
1.0,13.0,1.1272412069680329,1.3060017417068248,1.0,81.63993320406738,76.05954287207865,86.3571581778407,22.506028749776682,35.481570428008546,28.8645368441568,60.670856014504615,78.2021433942199,70.07984638051462,88.9124221052779,31.885333849049353,79.69601208839127,36.356332344646745,42.23495925913604,154.0,0.0
1.0,14.0,0.4675093422520456,0.21938250136385634,1.0,82.19670815968135,75.47613679626868,86.18346025979928,23.945740508889052,36.03008475032199,30.27475381297019,61.23028995639814,78.81063947347646,69.43687939252906,89.16382015026318,33.18510625546287,77.35030711897204,36.57723076406257,43.537909844197166,153.0,0.0
1.0,15.0,-0.8592924628832382,-0.41092723083373717,1.0,80.79647316088469,75.83187550491175,87.23537877951642,23.67954330516536,36.03199708489874,30.680556690734775,60.95299301952079,79.68075295350695,69.79399743762768,87.57926155626804,31.948839838348356,79.91537839800773,36.104373342765314,41.71314968178604,152.0,0.0
1.0,16.0,0.36875078408249884,1.1062887100598888,2.0,82.70849915877888,76.4785468948417,87.81214593259556,23.32086910963367,36.43695319328074,29.570020650307153,60.25426007907922,78.77700463859925,68.89778367873994,88.21413708037896,31.504866723616505,82.77595982050862,36.93250115620929,41.48195892844543,151.0,0.0
1.0,17.0,-0.9588826008289989,0.4287564384616135,1.0,79.55215243951355,77.24844606930543,87.19985721545409,22.945901049601986,38.25594813125704,30.45812806931999,60.36866594398388,78.61651957958018,70.19992819058284,86.80742409081265,30.739034563090435,75.40689657958973,35.76372588648983,41.719422670445866,150.0,0.0
1.0,18.0,0.8784503013072725,1.535755991995992,2.0,81.10137062834045,74.20185565452884,85.97596630013949,24.398351332376414,37.686552034644684,47.31850455973645,60.40350892054978,79.68827158615022,70.28934925130802,89.23763076351469,33.35926926614877,79.34820993609117,35.102650934288064,42.136582072419415,149.0,0.0
1.0,19.0,-0.049925910986252896,0.18323443722190613,2.0,84.67371938714372,74.1464647785726,87.13704628390383,23.221382489012054,37.13497267218413,32.076379973488166,61.415604545234636,79.64498468240575,71.6869498284923,90.03011388483549,30.412272374198015,75.96285173657736,36.52508669543246,42.30250142990251,148.0,0.0
1.0,20.0,-0.18486236354526056,-1.2244690317205003,2.0,81.272968325908,78.2472848990743,87.17107732867338,23.164745068591294,36.75305848259756,29.810629288380447,62.27946890116189,79.14858901835794,69.2417475722954,88.42925442186815,30.6385500424969,78.91951154781542,34.63397824747382,41.62947593978313,147.0,0.0
1.0,21.0,-0.6809295444039414,-1.368159199245665,2.0,82.90168147968261,75.39238432439456,88.43796473519795,23.67046477949138,36.87262779650026,32.86080992948398,62.0029401718669,78.57140968678871,69.45663223655407,86.6491248358701,31.880168409573244,78.03495364047738,34.746001711852834,40.50613905201711,146.0,0.0
1.0,22.0,1.2225413386740303,1.6509279322312496,1.0,80.94602990635315,73.5116263487329,86.49530437970394,25.551441082573497,37.71887133769409,30.629009450944523,60.443659961177005,78.61915004351619,69.1579766238549,88.90988230050502,29.29517350628849,78.44780635695399,37.012830448125534,42.03989861700003,145.0,0.0
1.0,23.0,-0.15452948206880215,1.723665720783297,1.0,81.55813931245805,77.07270422332269,87.104904797705,22.044419424192522,38.07026959680099,31.854719294432204,62.192230308805335,78.25277138561269,69.70414245804818,87.69749097424666,32.416307248516205,77.0147100961992,36.81228600412565,43.03452581800478,144.0,0.0
